Date,Open,High,Low,Close,Adj Close,Volume
2021-05-03,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-05-04,50.000000,50.000000,50.000000,50.000000,50.000000,300
2021-05-05,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-05-06,50.000000,50.000000,50.000000,50.000000,50.000000,6600
2021-05-07,50.000000,50.000000,50.000000,50.000000,50.000000,10000
2021-05-10,50.000000,50.000000,50.000000,50.000000,50.000000,28500
2021-05-11,50.000000,50.000000,50.000000,50.000000,50.000000,800
2021-05-17,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-05-18,50.000000,50.000000,50.000000,50.000000,50.000000,2010900
2021-05-19,50.000000,50.000000,50.000000,50.000000,50.000000,510200
2021-05-20,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-05-21,50.000000,50.000000,50.000000,50.000000,50.000000,10700
2021-05-24,50.000000,50.000000,50.000000,50.000000,50.000000,20300
2021-05-25,50.000000,50.000000,50.000000,50.000000,50.000000,3500
2021-05-27,50.000000,50.000000,50.000000,50.000000,50.000000,17900
2021-05-28,50.000000,50.000000,50.000000,50.000000,50.000000,400
2021-05-31,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-06-02,50.000000,50.000000,50.000000,50.000000,50.000000,14200
2021-06-03,50.000000,50.000000,50.000000,50.000000,50.000000,12800
2021-06-04,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-06-07,50.000000,50.000000,50.000000,50.000000,50.000000,17200
2021-06-08,50.000000,50.000000,50.000000,50.000000,50.000000,500
2021-06-09,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-06-10,50.000000,50.000000,50.000000,50.000000,50.000000,500
2021-06-11,50.000000,50.000000,50.000000,50.000000,50.000000,1100
2021-06-14,50.000000,50.000000,50.000000,50.000000,50.000000,1300
2021-06-15,50.000000,50.000000,50.000000,50.000000,50.000000,100100
2021-06-16,50.000000,50.000000,50.000000,50.000000,50.000000,500
2021-06-17,50.000000,50.000000,50.000000,50.000000,50.000000,10400
2021-06-18,50.000000,50.000000,50.000000,50.000000,50.000000,1300
2021-06-21,50.000000,50.000000,50.000000,50.000000,50.000000,5900
2021-06-22,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-06-23,50.000000,50.000000,50.000000,50.000000,50.000000,200
2021-06-24,50.000000,50.000000,50.000000,50.000000,50.000000,400
2021-06-25,50.000000,50.000000,50.000000,50.000000,50.000000,3100
2021-06-28,50.000000,50.000000,50.000000,50.000000,50.000000,300
2021-06-29,50.000000,50.000000,50.000000,50.000000,50.000000,700
2021-06-30,50.000000,50.000000,50.000000,50.000000,50.000000,1000
2021-07-01,50.000000,50.000000,50.000000,50.000000,50.000000,300
2021-07-02,50.000000,50.000000,50.000000,50.000000,50.000000,900
2021-07-05,50.000000,50.000000,50.000000,50.000000,50.000000,2900
2021-07-06,50.000000,50.000000,50.000000,50.000000,50.000000,800
2021-07-07,50.000000,50.000000,50.000000,50.000000,50.000000,13200
2021-07-08,50.000000,50.000000,50.000000,50.000000,50.000000,700
2021-07-09,50.000000,50.000000,50.000000,50.000000,50.000000,200
2021-07-12,50.000000,50.000000,50.000000,50.000000,50.000000,600
2021-07-13,50.000000,50.000000,50.000000,50.000000,50.000000,400
2021-07-14,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-07-15,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-07-16,50.000000,50.000000,50.000000,50.000000,50.000000,800
2021-07-19,50.000000,50.000000,50.000000,50.000000,50.000000,5500
2021-07-21,50.000000,50.000000,50.000000,50.000000,50.000000,2600
2021-07-22,50.000000,50.000000,50.000000,50.000000,50.000000,0
2021-07-23,50.000000,50.000000,50.000000,50.000000,50.000000,21200
2021-07-26,50.000000,50.000000,50.000000,50.000000,50.000000,1800
2021-07-27,50.000000,50.000000,50.000000,50.000000,50.000000,1300
2021-07-28,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-07-29,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-07-30,50.000000,50.000000,50.000000,50.000000,50.000000,20100
2021-08-02,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-08-03,50.000000,50.000000,50.000000,50.000000,50.000000,1500
2021-08-04,50.000000,50.000000,50.000000,50.000000,50.000000,1100
2021-08-05,50.000000,50.000000,50.000000,50.000000,50.000000,6100
2021-08-06,50.000000,50.000000,50.000000,50.000000,50.000000,11200
2021-08-09,50.000000,50.000000,50.000000,50.000000,50.000000,4300
2021-08-10,50.000000,50.000000,50.000000,50.000000,50.000000,100
2021-08-12,50.000000,50.000000,50.000000,50.000000,50.000000,1100
2021-08-13,50.000000,50.000000,50.000000,50.000000,50.000000,2700
2021-08-16,50.000000,50.000000,50.000000,50.000000,50.000000,10100
2021-08-18,50.000000,50.000000,50.000000,50.000000,50.000000,17700
2021-08-19,50.000000,50.000000,50.000000,50.000000,50.000000,2300
2021-08-20,50.000000,50.000000,50.000000,50.000000,50.000000,33700
2021-08-23,50.000000,50.000000,50.000000,50.000000,50.000000,57300
2021-08-24,50.000000,50.000000,50.000000,50.000000,50.000000,101100
2021-08-25,50.000000,50.000000,50.000000,50.000000,50.000000,20700
2021-08-26,50.000000,50.000000,50.000000,50.000000,50.000000,500
2021-08-27,50.000000,50.000000,50.000000,50.000000,50.000000,500
2021-08-30,50.000000,50.000000,50.000000,50.000000,50.000000,400
2021-08-31,50.000000,50.000000,50.000000,50.000000,50.000000,4600
2021-09-01,50.000000,50.000000,50.000000,50.000000,50.000000,55200
2021-09-02,50.000000,50.000000,50.000000,50.000000,50.000000,1300
2021-09-03,50.000000,50.000000,50.000000,50.000000,50.000000,14300
2021-09-06,50.000000,50.000000,50.000000,50.000000,50.000000,1200
2021-09-07,50.000000,50.000000,50.000000,50.000000,50.000000,3700
2021-09-08,50.000000,50.000000,50.000000,50.000000,50.000000,12000
2021-09-09,50.000000,50.000000,50.000000,50.000000,50.000000,151000
2021-09-10,50.000000,50.000000,50.000000,50.000000,50.000000,32400
2021-09-13,50.000000,50.000000,50.000000,50.000000,50.000000,1000
2021-09-14,50.000000,50.000000,50.000000,50.000000,50.000000,2200
2021-09-15,50.000000,50.000000,50.000000,50.000000,50.000000,1700
2021-09-16,50.000000,50.000000,50.000000,50.000000,50.000000,2600
2021-09-17,50.000000,50.000000,50.000000,50.000000,50.000000,28100
2021-09-20,50.000000,50.000000,50.000000,50.000000,50.000000,400
2021-09-21,50.000000,50.000000,50.000000,50.000000,50.000000,21800
2021-09-22,50.000000,50.000000,50.000000,50.000000,50.000000,400
2021-09-23,50.000000,50.000000,50.000000,50.000000,50.000000,13500
2021-09-24,50.000000,50.000000,50.000000,50.000000,50.000000,500
2021-09-27,50.000000,50.000000,50.000000,50.000000,50.000000,28100
2021-09-28,50.000000,50.000000,50.000000,50.000000,50.000000,36300
2021-09-29,50.000000,65.000000,50.000000,50.000000,50.000000,850890300
2021-09-30,51.000000,54.000000,50.000000,52.000000,52.000000,56104200
2021-10-01,52.000000,58.000000,51.000000,53.000000,53.000000,149388000
2021-10-04,54.000000,55.000000,51.000000,54.000000,54.000000,46142400
2021-10-05,54.000000,58.000000,54.000000,55.000000,55.000000,59009600
2021-10-06,56.000000,60.000000,55.000000,57.000000,57.000000,90046700
2021-10-07,57.000000,58.000000,54.000000,54.000000,54.000000,32172700
2021-10-08,55.000000,56.000000,53.000000,55.000000,55.000000,19226400
2021-10-11,55.000000,56.000000,54.000000,54.000000,54.000000,9082400
2021-10-12,54.000000,54.000000,51.000000,51.000000,51.000000,18304500
2021-10-13,51.000000,53.000000,50.000000,52.000000,52.000000,32017300
2021-10-14,51.000000,54.000000,51.000000,53.000000,53.000000,7700700
2021-10-15,53.000000,53.000000,51.000000,53.000000,53.000000,2339200
2021-10-18,53.000000,53.000000,52.000000,52.000000,52.000000,2143900
2021-10-19,52.000000,53.000000,51.000000,52.000000,52.000000,3734500
2021-10-21,52.000000,53.000000,50.000000,51.000000,51.000000,10978400
2021-10-22,51.000000,52.000000,50.000000,51.000000,51.000000,7850200
2021-10-25,51.000000,52.000000,50.000000,50.000000,50.000000,22682500
2021-10-26,50.000000,51.000000,50.000000,50.000000,50.000000,15788000
2021-10-27,50.000000,52.000000,50.000000,51.000000,51.000000,3910900
2021-10-28,51.000000,52.000000,50.000000,51.000000,51.000000,4148600
2021-10-29,51.000000,51.000000,50.000000,51.000000,51.000000,3146800
2021-11-01,50.000000,51.000000,50.000000,50.000000,50.000000,2316700
2021-11-02,50.000000,57.000000,50.000000,53.000000,53.000000,93890400
2021-11-03,53.000000,54.000000,51.000000,52.000000,52.000000,9693700
2021-11-04,53.000000,53.000000,51.000000,52.000000,52.000000,6669200
2021-11-05,52.000000,53.000000,51.000000,51.000000,51.000000,4388100
2021-11-08,52.000000,52.000000,50.000000,51.000000,51.000000,8951000
2021-11-09,51.000000,54.000000,50.000000,50.000000,50.000000,18996400
2021-11-10,51.000000,52.000000,50.000000,51.000000,51.000000,10480900
2021-11-11,51.000000,52.000000,50.000000,52.000000,52.000000,4950400
2021-11-12,52.000000,52.000000,50.000000,51.000000,51.000000,21203800
2021-11-15,51.000000,52.000000,50.000000,51.000000,51.000000,27324300
2021-11-16,51.000000,51.000000,50.000000,50.000000,50.000000,6110400
2021-11-17,50.000000,51.000000,50.000000,51.000000,51.000000,3132300
2021-11-18,51.000000,51.000000,50.000000,51.000000,51.000000,6717800
2021-11-19,51.000000,51.000000,50.000000,51.000000,51.000000,7528300
2021-11-22,51.000000,51.000000,50.000000,50.000000,50.000000,5255500
2021-11-23,50.000000,51.000000,50.000000,50.000000,50.000000,6966200
2021-11-24,50.000000,51.000000,50.000000,50.000000,50.000000,8259300
2021-11-25,50.000000,67.000000,50.000000,67.000000,67.000000,720825000
2021-11-26,69.000000,86.000000,66.000000,70.000000,70.000000,1324500100
2021-11-29,70.000000,78.000000,66.000000,67.000000,67.000000,303709800
2021-11-30,67.000000,73.000000,63.000000,65.000000,65.000000,165810500
2021-12-01,64.000000,68.000000,61.000000,61.000000,61.000000,106842900
2021-12-02,61.000000,63.000000,57.000000,60.000000,60.000000,101733800
2021-12-03,61.000000,71.000000,60.000000,67.000000,67.000000,244354400
2021-12-06,68.000000,68.000000,63.000000,63.000000,63.000000,71212200
2021-12-07,63.000000,69.000000,61.000000,65.000000,65.000000,90973800
2021-12-08,65.000000,67.000000,63.000000,64.000000,64.000000,53419900
2021-12-09,64.000000,66.000000,62.000000,62.000000,62.000000,50679100
2021-12-10,62.000000,68.000000,61.000000,66.000000,66.000000,106401000
2021-12-13,65.000000,69.000000,64.000000,67.000000,67.000000,77164800
2021-12-14,67.000000,68.000000,64.000000,66.000000,66.000000,19130800
2021-12-15,66.000000,67.000000,64.000000,64.000000,64.000000,14167400
2021-12-16,65.000000,65.000000,60.000000,61.000000,61.000000,42813100
2021-12-17,61.000000,65.000000,58.000000,60.000000,60.000000,82469500
2021-12-20,60.000000,64.000000,60.000000,63.000000,63.000000,50251900
2021-12-21,63.000000,65.000000,61.000000,63.000000,63.000000,23647000
2021-12-22,63.000000,64.000000,60.000000,60.000000,60.000000,19304800
2021-12-23,60.000000,61.000000,58.000000,61.000000,61.000000,16764300
2021-12-24,61.000000,64.000000,59.000000,64.000000,64.000000,40486300
2021-12-27,64.000000,66.000000,62.000000,62.000000,62.000000,40904800
2021-12-28,62.000000,64.000000,61.000000,61.000000,61.000000,12061900
2021-12-29,61.000000,65.000000,60.000000,62.000000,62.000000,33257000
2021-12-30,62.000000,82.000000,62.000000,69.000000,69.000000,691934700
2022-01-03,70.000000,76.000000,69.000000,73.000000,73.000000,149258700
2022-01-04,74.000000,74.000000,69.000000,70.000000,70.000000,71409200
2022-01-05,71.000000,72.000000,68.000000,69.000000,69.000000,25729400
2022-01-06,69.000000,70.000000,67.000000,69.000000,69.000000,28796900
2022-01-07,69.000000,76.000000,68.000000,70.000000,70.000000,177107600
2022-01-10,70.000000,72.000000,68.000000,70.000000,70.000000,39027700
2022-01-11,71.000000,71.000000,66.000000,66.000000,66.000000,58928400
2022-01-12,66.000000,70.000000,63.000000,68.000000,68.000000,54898600
2022-01-13,69.000000,69.000000,65.000000,65.000000,65.000000,35064100
2022-01-14,65.000000,67.000000,63.000000,65.000000,65.000000,22383000
2022-01-17,65.000000,69.000000,65.000000,66.000000,66.000000,26668700
2022-01-18,66.000000,68.000000,65.000000,67.000000,67.000000,18724800
2022-01-19,67.000000,69.000000,65.000000,66.000000,66.000000,27745700
2022-01-20,66.000000,75.000000,66.000000,69.000000,69.000000,175052400
2022-01-21,70.000000,71.000000,68.000000,69.000000,69.000000,28002000
2022-01-24,69.000000,70.000000,66.000000,68.000000,68.000000,37371500
2022-01-25,68.000000,68.000000,64.000000,64.000000,64.000000,40473300
2022-01-26,64.000000,65.000000,61.000000,61.000000,61.000000,24415000
2022-01-27,62.000000,66.000000,60.000000,62.000000,62.000000,34690800
2022-01-28,62.000000,67.000000,62.000000,65.000000,65.000000,21185700
2022-01-31,65.000000,74.000000,65.000000,70.000000,70.000000,138874600
2022-02-02,70.000000,71.000000,67.000000,67.000000,67.000000,44271800
2022-02-03,68.000000,68.000000,65.000000,65.000000,65.000000,25763800
2022-02-04,66.000000,68.000000,65.000000,67.000000,67.000000,26556200
2022-02-07,67.000000,71.000000,64.000000,67.000000,67.000000,65956900
2022-02-08,69.000000,90.000000,69.000000,90.000000,90.000000,986681900
2022-02-09,91.000000,97.000000,84.000000,88.000000,88.000000,428787800
2022-02-10,89.000000,115.000000,89.000000,101.000000,101.000000,932313600
2022-02-11,102.000000,123.000000,94.000000,120.000000,120.000000,553684100
2022-02-14,112.000000,141.000000,112.000000,122.000000,122.000000,1175674000
2022-02-15,114.000000,136.000000,114.000000,133.000000,133.000000,589556600
2022-02-16,133.000000,141.000000,127.000000,131.000000,131.000000,270081500
2022-02-17,131.000000,140.000000,128.000000,133.000000,133.000000,387439800
2022-02-18,133.000000,139.000000,129.000000,136.000000,136.000000,300594500
2022-02-21,137.000000,183.000000,136.000000,183.000000,183.000000,1147338900
2022-02-22,183.000000,183.000000,183.000000,183.000000,183.000000,0
2022-02-23,183.000000,187.000000,171.000000,171.000000,171.000000,285417200
2022-02-24,169.000000,202.000000,165.000000,181.000000,181.000000,1510195000
2022-02-25,191.000000,197.000000,169.000000,169.000000,169.000000,559409100
2022-03-01,169.000000,179.000000,158.000000,163.000000,163.000000,345870900
2022-03-02,165.000000,176.000000,157.000000,158.000000,158.000000,493854200
2022-03-04,157.000000,161.000000,147.000000,147.000000,147.000000,281235100
2022-03-07,144.000000,156.000000,138.000000,152.000000,152.000000,251316100
2022-03-08,154.000000,155.000000,142.000000,142.000000,142.000000,74014600
2022-03-09,140.000000,150.000000,136.000000,144.000000,144.000000,125990100
2022-03-10,154.000000,163.000000,146.000000,149.000000,149.000000,420208600
2022-03-11,150.000000,153.000000,143.000000,147.000000,147.000000,89350500
